text,word,language,pair_type,domain,author,meaning
"The essence of veritas manifests in form, as Marcus Aurelius demonstrates.",veritas,latin,etymological,metaphysics,Marcus Aurelius,truth
The nature of veritas plays a central role in Quintilian's theory of nature.,veritas,latin,etymological,philosophy,Quintilian,truth
Boethius's analysis reveals veritas as the foundation of existence.,veritas,latin,etymological,metaphysics,Boethius,truth
"In considering truth, Varro argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Varro,truth
"When discussing mind, Boethius emphasizes how veritas relates to human knowledge.",veritas,latin,etymological,philosophy,Boethius,truth
The nature of veritas plays a central role in Marcus Aurelius's theory of soul.,veritas,latin,etymological,philosophy,Marcus Aurelius,truth
"The essence of veritas manifests in unity, as Varro demonstrates.",veritas,latin,etymological,metaphysics,Varro,truth
"In considering being, Lactantius argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Lactantius,truth
"In considering truth, Marcus Aurelius argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Marcus Aurelius,truth
"When discussing reality, Augustine emphasizes how veritas relates to human knowledge.",veritas,latin,etymological,philosophy,Augustine,truth
The nature of veritas plays a central role in Macrobius's theory of reality.,veritas,latin,etymological,philosophy,Macrobius,truth
"In considering mind, Lactantius argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Lactantius,truth
The metaphysical status of veritas determines our grasp of existence.,veritas,latin,etymological,metaphysics,Lactantius,truth
Macrobius shows how veritas transcends mere time.,veritas,latin,etymological,metaphysics,Macrobius,truth
The metaphysical status of veritas determines our grasp of matter.,veritas,latin,etymological,metaphysics,Lucretius,truth
Cicero's analysis reveals veritas as the foundation of essence.,veritas,latin,etymological,metaphysics,Cicero,truth
"In considering nature, Quintilian argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Quintilian,truth
"Through veritas, we can understand the true nature of space.",veritas,latin,etymological,metaphysics,Lucretius,truth
Macrobius shows how veritas transcends mere form.,veritas,latin,etymological,metaphysics,Macrobius,truth
Varro defines veritas as the principle underlying virtue.,veritas,latin,etymological,philosophy,Varro,truth
The nature of veritas plays a central role in Lactantius's theory of truth.,veritas,latin,etymological,philosophy,Lactantius,truth
"Through veritas, we can understand the true nature of substance.",veritas,latin,etymological,metaphysics,Boethius,truth
The nature of veritas plays a central role in Seneca's theory of wisdom.,veritas,latin,etymological,philosophy,Seneca,truth
"In considering knowledge, Lucretius argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Lucretius,truth
"Through veritas, we can understand the true nature of substance.",veritas,latin,etymological,metaphysics,Augustine,truth
"In considering being, Macrobius argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Macrobius,truth
The relationship between veritas and wisdom is explored in Marcus Aurelius's work.,veritas,latin,etymological,philosophy,Marcus Aurelius,truth
"The essence of veritas manifests in existence, as Varro demonstrates.",veritas,latin,etymological,metaphysics,Varro,truth
"In considering soul, Lactantius argues that veritas is fundamental to understanding reality.",veritas,latin,etymological,philosophy,Lactantius,truth
Marcus Aurelius's analysis reveals veritas as the foundation of plurality.,veritas,latin,etymological,metaphysics,Marcus Aurelius,truth
Lactantius defines veritas as the principle underlying wisdom.,veritas,latin,etymological,philosophy,Lactantius,truth
"Through veritas, we can understand the true nature of existence.",veritas,latin,etymological,metaphysics,Boethius,truth
"When discussing mind, Quintilian emphasizes how veritas relates to human knowledge.",veritas,latin,etymological,philosophy,Quintilian,truth
The relationship between veritas and knowledge is explored in Marcus Aurelius's work.,veritas,latin,etymological,philosophy,Marcus Aurelius,truth
Boethius shows how veritas transcends mere essence.,veritas,latin,etymological,metaphysics,Boethius,truth
Quintilian defines veritas as the principle underlying reality.,veritas,latin,etymological,philosophy,Quintilian,truth
Parmenides considers δικαιοσύνη essential to achieving duty.,δικαιοσύνη,greek,etymological,ethics,Parmenides,justice
"In Chrysippus's ethical theory, δικαιοσύνη guides us toward temperance.",δικαιοσύνη,greek,etymological,ethics,Chrysippus,justice
Epicurus considers δικαιοσύνη essential to achieving goodness.,δικαιοσύνη,greek,etymological,ethics,Epicurus,justice
"In Aristotle's ethical theory, δικαιοσύνη guides us toward friendship.",δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
Parmenides teaches that δικαιοσύνη is necessary for excellence.,δικαιοσύνη,greek,etymological,ethics,Parmenides,justice
Plotinus teaches that δικαιοσύνη is necessary for justice.,δικαιοσύνη,greek,etymological,ethics,Plotinus,justice
"The practice of δικαιοσύνη leads to duty, according to Aristotle.",δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
"In Epicurus's ethical theory, δικαιοσύνη guides us toward goodness.",δικαιοσύνη,greek,etymological,ethics,Epicurus,justice
"In Aristotle's ethical theory, δικαιοσύνη guides us toward virtue.",δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
"The practice of δικαιοσύνη leads to justice, according to Heraclitus.",δικαιοσύνη,greek,etymological,ethics,Heraclitus,justice
Parmenides teaches that δικαιοσύνη is necessary for friendship.,δικαιοσύνη,greek,etymological,ethics,Parmenides,justice
"The practice of δικαιοσύνη leads to duty, according to Democritus.",δικαιοσύνη,greek,etymological,ethics,Democritus,justice
"True justice requires understanding of δικαιοσύνη, as Democritus explains.",δικαιοσύνη,greek,etymological,ethics,Democritus,justice
Chrysippus teaches that δικαιοσύνη is necessary for justice.,δικαιοσύνη,greek,etymological,ethics,Chrysippus,justice
"The practice of δικαιοσύνη leads to wisdom, according to Plotinus.",δικαιοσύνη,greek,etymological,ethics,Plotinus,justice
Heraclitus teaches that δικαιοσύνη is necessary for temperance.,δικαιοσύνη,greek,etymological,ethics,Heraclitus,justice
Plotinus considers δικαιοσύνη essential to achieving happiness.,δικαιοσύνη,greek,etymological,ethics,Plotinus,justice
"The practice of δικαιοσύνη leads to courage, according to Zeno.",δικαιοσύνη,greek,etymological,ethics,Zeno,justice
"In Epicurus's ethical theory, δικαιοσύνη guides us toward happiness.",δικαιοσύνη,greek,etymological,ethics,Epicurus,justice
"The practice of δικαιοσύνη leads to excellence, according to Parmenides.",δικαιοσύνη,greek,etymological,ethics,Parmenides,justice
"In Aristotle's ethical theory, δικαιοσύνη guides us toward virtue.",δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
Democritus teaches that δικαιοσύνη is necessary for friendship.,δικαιοσύνη,greek,etymological,ethics,Democritus,justice
Plotinus teaches that δικαιοσύνη is necessary for duty.,δικαιοσύνη,greek,etymological,ethics,Plotinus,justice
Plotinus considers δικαιοσύνη essential to achieving wisdom.,δικαιοσύνη,greek,etymological,ethics,Plotinus,justice
Zeno considers δικαιοσύνη essential to achieving wisdom.,δικαιοσύνη,greek,etymological,ethics,Zeno,justice
"The practice of δικαιοσύνη leads to virtue, according to Aristotle.",δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
"In Parmenides's ethical theory, δικαιοσύνη guides us toward excellence.",δικαιοσύνη,greek,etymological,ethics,Parmenides,justice
"True excellence requires understanding of δικαιοσύνη, as Epicurus explains.",δικαιοσύνη,greek,etymological,ethics,Epicurus,justice
Plotinus teaches that δικαιοσύνη is necessary for goodness.,δικαιοσύνη,greek,etymological,ethics,Plotinus,justice
"True virtue requires understanding of δικαιοσύνη, as Chrysippus explains.",δικαιοσύνη,greek,etymological,ethics,Chrysippus,justice
"True courage requires understanding of δικαιοσύνη, as Democritus explains.",δικαιοσύνη,greek,etymological,ethics,Democritus,justice
Aristotle considers δικαιοσύνη essential to achieving wisdom.,δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
"True excellence requires understanding of δικαιοσύνη, as Aristotle explains.",δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
Heraclitus teaches that δικαιοσύνη is necessary for courage.,δικαιοσύνη,greek,etymological,ethics,Heraclitus,justice
"In Heraclitus's ethical theory, δικαιοσύνη guides us toward excellence.",δικαιοσύνη,greek,etymological,ethics,Heraclitus,justice
"True goodness requires understanding of δικαιοσύνη, as Pythagoras explains.",δικαιοσύνη,greek,etymological,ethics,Pythagoras,justice
Pythagoras teaches that δικαιοσύνη is necessary for friendship.,δικαιοσύνη,greek,etymological,ethics,Pythagoras,justice
"In Chrysippus's ethical theory, δικαιοσύνη guides us toward wisdom.",δικαιοσύνη,greek,etymological,ethics,Chrysippus,justice
"True temperance requires understanding of δικαιοσύνη, as Pythagoras explains.",δικαιοσύνη,greek,etymological,ethics,Pythagoras,justice
Parmenides considers δικαιοσύνη essential to achieving temperance.,δικαιοσύνη,greek,etymological,ethics,Parmenides,justice
"In Pythagoras's ethical theory, δικαιοσύνη guides us toward friendship.",δικαιοσύνη,greek,etymological,ethics,Pythagoras,justice
"The practice of δικαιοσύνη leads to friendship, according to Democritus.",δικαιοσύνη,greek,etymological,ethics,Democritus,justice
"True virtue requires understanding of δικαιοσύνη, as Parmenides explains.",δικαιοσύνη,greek,etymological,ethics,Parmenides,justice
"True courage requires understanding of δικαιοσύνη, as Plato explains.",δικαιοσύνη,greek,etymological,ethics,Plato,justice
"The practice of δικαιοσύνη leads to virtue, according to Epicurus.",δικαιοσύνη,greek,etymological,ethics,Epicurus,justice
"True excellence requires understanding of δικαιοσύνη, as Pythagoras explains.",δικαιοσύνη,greek,etymological,ethics,Pythagoras,justice
"True excellence requires understanding of δικαιοσύνη, as Democritus explains.",δικαιοσύνη,greek,etymological,ethics,Democritus,justice
"The practice of δικαιοσύνη leads to virtue, according to Aristotle.",δικαιοσύνη,greek,etymological,ethics,Aristotle,justice
"True wisdom requires understanding of δικαιοσύνη, as Plato explains.",δικαιοσύνη,greek,etymological,ethics,Plato,justice
Chrysippus teaches that δικαιοσύνη is necessary for temperance.,δικαιοσύνη,greek,etymological,ethics,Chrysippus,justice
Lactantius considers iustitia essential to achieving excellence.,iustitia,latin,etymological,ethics,Lactantius,justice
"True virtue requires understanding of iustitia, as Lucretius explains.",iustitia,latin,etymological,ethics,Lucretius,justice
"True courage requires understanding of iustitia, as Quintilian explains.",iustitia,latin,etymological,ethics,Quintilian,justice
Lactantius considers iustitia essential to achieving temperance.,iustitia,latin,etymological,ethics,Lactantius,justice
"True wisdom requires understanding of iustitia, as Seneca explains.",iustitia,latin,etymological,ethics,Seneca,justice
"True virtue requires understanding of iustitia, as Augustine explains.",iustitia,latin,etymological,ethics,Augustine,justice
"The practice of iustitia leads to virtue, according to Seneca.",iustitia,latin,etymological,ethics,Seneca,justice
"In Cicero's ethical theory, iustitia guides us toward excellence.",iustitia,latin,etymological,ethics,Cicero,justice
"In Lactantius's ethical theory, iustitia guides us toward courage.",iustitia,latin,etymological,ethics,Lactantius,justice
"In Boethius's ethical theory, iustitia guides us toward happiness.",iustitia,latin,etymological,ethics,Boethius,justice
"The practice of iustitia leads to courage, according to Boethius.",iustitia,latin,etymological,ethics,Boethius,justice
"The practice of iustitia leads to virtue, according to Seneca.",iustitia,latin,etymological,ethics,Seneca,justice
"True temperance requires understanding of iustitia, as Seneca explains.",iustitia,latin,etymological,ethics,Seneca,justice
Augustine considers iustitia essential to achieving wisdom.,iustitia,latin,etymological,ethics,Augustine,justice
Lactantius teaches that iustitia is necessary for happiness.,iustitia,latin,etymological,ethics,Lactantius,justice
"True courage requires understanding of iustitia, as Augustine explains.",iustitia,latin,etymological,ethics,Augustine,justice
"In Cicero's ethical theory, iustitia guides us toward duty.",iustitia,latin,etymological,ethics,Cicero,justice
Marcus Aurelius considers iustitia essential to achieving wisdom.,iustitia,latin,etymological,ethics,Marcus Aurelius,justice
"In Lactantius's ethical theory, iustitia guides us toward goodness.",iustitia,latin,etymological,ethics,Lactantius,justice
"True goodness requires understanding of iustitia, as Lucretius explains.",iustitia,latin,etymological,ethics,Lucretius,justice
"In Quintilian's ethical theory, iustitia guides us toward friendship.",iustitia,latin,etymological,ethics,Quintilian,justice
Macrobius considers iustitia essential to achieving wisdom.,iustitia,latin,etymological,ethics,Macrobius,justice
Augustine teaches that iustitia is necessary for excellence.,iustitia,latin,etymological,ethics,Augustine,justice
Quintilian teaches that iustitia is necessary for wisdom.,iustitia,latin,etymological,ethics,Quintilian,justice
"True wisdom requires understanding of iustitia, as Boethius explains.",iustitia,latin,etymological,ethics,Boethius,justice
Quintilian considers iustitia essential to achieving virtue.,iustitia,latin,etymological,ethics,Quintilian,justice
"The practice of iustitia leads to courage, according to Macrobius.",iustitia,latin,etymological,ethics,Macrobius,justice
Lactantius considers iustitia essential to achieving wisdom.,iustitia,latin,etymological,ethics,Lactantius,justice
"The practice of iustitia leads to courage, according to Augustine.",iustitia,latin,etymological,ethics,Augustine,justice
"True courage requires understanding of iustitia, as Augustine explains.",iustitia,latin,etymological,ethics,Augustine,justice
"The practice of iustitia leads to wisdom, according to Lucretius.",iustitia,latin,etymological,ethics,Lucretius,justice
"True temperance requires understanding of iustitia, as Lactantius explains.",iustitia,latin,etymological,ethics,Lactantius,justice
Seneca considers iustitia essential to achieving justice.,iustitia,latin,etymological,ethics,Seneca,justice
"True excellence requires understanding of iustitia, as Marcus Aurelius explains.",iustitia,latin,etymological,ethics,Marcus Aurelius,justice
"The practice of iustitia leads to excellence, according to Lucretius.",iustitia,latin,etymological,ethics,Lucretius,justice
"In Lactantius's ethical theory, iustitia guides us toward courage.",iustitia,latin,etymological,ethics,Lactantius,justice
Quintilian considers iustitia essential to achieving justice.,iustitia,latin,etymological,ethics,Quintilian,justice
"The practice of iustitia leads to happiness, according to Lactantius.",iustitia,latin,etymological,ethics,Lactantius,justice
"In Cicero's ethical theory, iustitia guides us toward wisdom.",iustitia,latin,etymological,ethics,Cicero,justice
"True virtue requires understanding of iustitia, as Quintilian explains.",iustitia,latin,etymological,ethics,Quintilian,justice
"The practice of iustitia leads to duty, according to Varro.",iustitia,latin,etymological,ethics,Varro,justice
Macrobius teaches that iustitia is necessary for goodness.,iustitia,latin,etymological,ethics,Macrobius,justice
Augustine considers iustitia essential to achieving happiness.,iustitia,latin,etymological,ethics,Augustine,justice
"In Quintilian's ethical theory, iustitia guides us toward temperance.",iustitia,latin,etymological,ethics,Quintilian,justice
Cicero considers iustitia essential to achieving courage.,iustitia,latin,etymological,ethics,Cicero,justice
Lucretius considers iustitia essential to achieving duty.,iustitia,latin,etymological,ethics,Lucretius,justice
"The practice of iustitia leads to justice, according to Quintilian.",iustitia,latin,etymological,ethics,Quintilian,justice
"In Macrobius's ethical theory, iustitia guides us toward wisdom.",iustitia,latin,etymological,ethics,Macrobius,justice
"The practice of iustitia leads to temperance, according to Varro.",iustitia,latin,etymological,ethics,Varro,justice
"True goodness requires understanding of iustitia, as Macrobius explains.",iustitia,latin,etymological,ethics,Macrobius,justice
"When discussing knowledge, Parmenides emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Parmenides,"knowledge, science"
"When discussing truth, Plotinus emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Plotinus,"knowledge, science"
The relationship between ἐπιστήμη and nature is explored in Zeno's work.,ἐπιστήμη,greek,etymological,philosophy,Zeno,"knowledge, science"
Plato defines ἐπιστήμη as the principle underlying soul.,ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
Democritus defines ἐπιστήμη as the principle underlying justice.,ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
"In considering being, Democritus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
"In considering nature, Aristotle argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Aristotle,"knowledge, science"
"In considering knowledge, Aristotle argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Aristotle,"knowledge, science"
"When discussing soul, Democritus emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
The relationship between ἐπιστήμη and mind is explored in Pythagoras's work.,ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
The nature of ἐπιστήμη plays a central role in Democritus's theory of soul.,ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
The relationship between ἐπιστήμη and justice is explored in Heraclitus's work.,ἐπιστήμη,greek,etymological,philosophy,Heraclitus,"knowledge, science"
The nature of ἐπιστήμη plays a central role in Plato's theory of soul.,ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
Epicurus defines ἐπιστήμη as the principle underlying truth.,ἐπιστήμη,greek,etymological,philosophy,Epicurus,"knowledge, science"
"When discussing wisdom, Plato emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
The relationship between ἐπιστήμη and truth is explored in Plato's work.,ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
"In considering virtue, Pythagoras argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
Zeno defines ἐπιστήμη as the principle underlying knowledge.,ἐπιστήμη,greek,etymological,philosophy,Zeno,"knowledge, science"
Pythagoras defines ἐπιστήμη as the principle underlying virtue.,ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
"In considering reality, Democritus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
"In considering nature, Pythagoras argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
"In considering truth, Heraclitus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Heraclitus,"knowledge, science"
The nature of ἐπιστήμη plays a central role in Plato's theory of truth.,ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
"In considering knowledge, Chrysippus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Chrysippus,"knowledge, science"
"In considering nature, Aristotle argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Aristotle,"knowledge, science"
Democritus defines ἐπιστήμη as the principle underlying reality.,ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
"In considering truth, Epicurus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Epicurus,"knowledge, science"
"When discussing virtue, Zeno emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Zeno,"knowledge, science"
The relationship between ἐπιστήμη and justice is explored in Parmenides's work.,ἐπιστήμη,greek,etymological,philosophy,Parmenides,"knowledge, science"
The relationship between ἐπιστήμη and nature is explored in Plato's work.,ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
"When discussing nature, Pythagoras emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
"In considering soul, Chrysippus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Chrysippus,"knowledge, science"
"In considering being, Chrysippus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Chrysippus,"knowledge, science"
"When discussing being, Chrysippus emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Chrysippus,"knowledge, science"
Democritus defines ἐπιστήμη as the principle underlying knowledge.,ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
"In considering knowledge, Heraclitus argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Heraclitus,"knowledge, science"
The relationship between ἐπιστήμη and virtue is explored in Pythagoras's work.,ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
Pythagoras defines ἐπιστήμη as the principle underlying truth.,ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
"When discussing soul, Chrysippus emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Chrysippus,"knowledge, science"
The relationship between ἐπιστήμη and wisdom is explored in Plotinus's work.,ἐπιστήμη,greek,etymological,philosophy,Plotinus,"knowledge, science"
"In considering reality, Zeno argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Zeno,"knowledge, science"
"In considering mind, Parmenides argues that ἐπιστήμη is fundamental to understanding reality.",ἐπιστήμη,greek,etymological,philosophy,Parmenides,"knowledge, science"
Plato defines ἐπιστήμη as the principle underlying wisdom.,ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
The relationship between ἐπιστήμη and nature is explored in Pythagoras's work.,ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
"When discussing being, Pythagoras emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Pythagoras,"knowledge, science"
Plato defines ἐπιστήμη as the principle underlying virtue.,ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
"When discussing soul, Plato emphasizes how ἐπιστήμη relates to human knowledge.",ἐπιστήμη,greek,etymological,philosophy,Plato,"knowledge, science"
The relationship between ἐπιστήμη and mind is explored in Parmenides's work.,ἐπιστήμη,greek,etymological,philosophy,Parmenides,"knowledge, science"
The nature of ἐπιστήμη plays a central role in Democritus's theory of soul.,ἐπιστήμη,greek,etymological,philosophy,Democritus,"knowledge, science"
Heraclitus defines ἐπιστήμη as the principle underlying mind.,ἐπιστήμη,greek,etymological,philosophy,Heraclitus,"knowledge, science"
Cicero defines scientia as the principle underlying nature.,scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
"In considering justice, Marcus Aurelius argues that scientia is fundamental to understanding reality.",scientia,latin,etymological,philosophy,Marcus Aurelius,"knowledge, science"
The relationship between scientia and justice is explored in Varro's work.,scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The relationship between scientia and knowledge is explored in Seneca's work.,scientia,latin,etymological,philosophy,Seneca,"knowledge, science"
The relationship between scientia and knowledge is explored in Lactantius's work.,scientia,latin,etymological,philosophy,Lactantius,"knowledge, science"
Augustine defines scientia as the principle underlying soul.,scientia,latin,etymological,philosophy,Augustine,"knowledge, science"
"In considering knowledge, Cicero argues that scientia is fundamental to understanding reality.",scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
Lucretius defines scientia as the principle underlying truth.,scientia,latin,etymological,philosophy,Lucretius,"knowledge, science"
The relationship between scientia and nature is explored in Cicero's work.,scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
The relationship between scientia and mind is explored in Marcus Aurelius's work.,scientia,latin,etymological,philosophy,Marcus Aurelius,"knowledge, science"
The nature of scientia plays a central role in Lactantius's theory of wisdom.,scientia,latin,etymological,philosophy,Lactantius,"knowledge, science"
"When discussing nature, Augustine emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Augustine,"knowledge, science"
The relationship between scientia and truth is explored in Augustine's work.,scientia,latin,etymological,philosophy,Augustine,"knowledge, science"
"When discussing soul, Cicero emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
"In considering virtue, Cicero argues that scientia is fundamental to understanding reality.",scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
"When discussing truth, Lucretius emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Lucretius,"knowledge, science"
The nature of scientia plays a central role in Varro's theory of knowledge.,scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The relationship between scientia and mind is explored in Augustine's work.,scientia,latin,etymological,philosophy,Augustine,"knowledge, science"
"When discussing virtue, Quintilian emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Quintilian,"knowledge, science"
"When discussing reality, Marcus Aurelius emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Marcus Aurelius,"knowledge, science"
"When discussing nature, Seneca emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Seneca,"knowledge, science"
"When discussing truth, Seneca emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Seneca,"knowledge, science"
The nature of scientia plays a central role in Varro's theory of justice.,scientia,latin,etymological,philosophy,Varro,"knowledge, science"
Cicero defines scientia as the principle underlying soul.,scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
The nature of scientia plays a central role in Varro's theory of wisdom.,scientia,latin,etymological,philosophy,Varro,"knowledge, science"
"When discussing nature, Varro emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The relationship between scientia and being is explored in Lactantius's work.,scientia,latin,etymological,philosophy,Lactantius,"knowledge, science"
"When discussing mind, Varro emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Varro,"knowledge, science"
Lactantius defines scientia as the principle underlying mind.,scientia,latin,etymological,philosophy,Lactantius,"knowledge, science"
Varro defines scientia as the principle underlying virtue.,scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The relationship between scientia and justice is explored in Quintilian's work.,scientia,latin,etymological,philosophy,Quintilian,"knowledge, science"
Lucretius defines scientia as the principle underlying nature.,scientia,latin,etymological,philosophy,Lucretius,"knowledge, science"
The relationship between scientia and nature is explored in Cicero's work.,scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
"In considering truth, Lucretius argues that scientia is fundamental to understanding reality.",scientia,latin,etymological,philosophy,Lucretius,"knowledge, science"
The nature of scientia plays a central role in Macrobius's theory of virtue.,scientia,latin,etymological,philosophy,Macrobius,"knowledge, science"
The nature of scientia plays a central role in Varro's theory of wisdom.,scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The nature of scientia plays a central role in Lactantius's theory of virtue.,scientia,latin,etymological,philosophy,Lactantius,"knowledge, science"
The relationship between scientia and mind is explored in Cicero's work.,scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
"In considering justice, Varro argues that scientia is fundamental to understanding reality.",scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The nature of scientia plays a central role in Marcus Aurelius's theory of being.,scientia,latin,etymological,philosophy,Marcus Aurelius,"knowledge, science"
"When discussing reality, Varro emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The nature of scientia plays a central role in Marcus Aurelius's theory of truth.,scientia,latin,etymological,philosophy,Marcus Aurelius,"knowledge, science"
"In considering knowledge, Boethius argues that scientia is fundamental to understanding reality.",scientia,latin,etymological,philosophy,Boethius,"knowledge, science"
Lucretius defines scientia as the principle underlying nature.,scientia,latin,etymological,philosophy,Lucretius,"knowledge, science"
The relationship between scientia and mind is explored in Seneca's work.,scientia,latin,etymological,philosophy,Seneca,"knowledge, science"
"When discussing truth, Varro emphasizes how scientia relates to human knowledge.",scientia,latin,etymological,philosophy,Varro,"knowledge, science"
The nature of scientia plays a central role in Marcus Aurelius's theory of knowledge.,scientia,latin,etymological,philosophy,Marcus Aurelius,"knowledge, science"
The nature of scientia plays a central role in Marcus Aurelius's theory of mind.,scientia,latin,etymological,philosophy,Marcus Aurelius,"knowledge, science"
Cicero defines scientia as the principle underlying nature.,scientia,latin,etymological,philosophy,Cicero,"knowledge, science"
Seneca defines scientia as the principle underlying mind.,scientia,latin,etymological,philosophy,Seneca,"knowledge, science"
Epicurus defines ἀρετή as the principle underlying justice.,ἀρετή,greek,control,philosophy,Epicurus,virtue vs thing
"In considering wisdom, Plato argues that ἀρετή is fundamental to understanding reality.",ἀρετή,greek,control,philosophy,Plato,virtue vs thing
Democritus defines ἀρετή as the principle underlying justice.,ἀρετή,greek,control,philosophy,Democritus,virtue vs thing
The nature of ἀρετή plays a central role in Plato's theory of truth.,ἀρετή,greek,control,philosophy,Plato,virtue vs thing
